fifa_version,player_positions,overall,potential,fifa_age,height_cm,weight_kg,club_name,club_position,club_contract_valid_until_year,nationality_name,nation_position,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,name,age,fee,position,league
24.0,GK,77,77,32,193,89,RB Leipzig,SUB,2026.0,Germany,,Right,3,1,1,Medium/Medium,Normal (185+),,,,,,,,,20,18,15,38,13,19,29,8,30,31,47,38,31,74,33,53,70,31,74,16,39,19,11,46,30,54.0,10,15,13,76,72,71,76,80,43.0,32+2,32+2,32+2,30,32,32,32,30,33+2,33+2,33+2,32+2,33+2,33+2,33+2,32+2,28+2,31+2,31+2,31+2,28+2,27+2,29+2,29+2,29+2,27+2,76+1,Janis Blaswich,32.0,2.0,Goalkeeper,Bundesliga
24.0,RWB,77,77,29,177,70,Werder Bremen,RWB,2024.0,Germany,,Right,4,4,2,High/Medium,Normal (170-185),,"Slide Tackle, Rapid, Flair",82.0,63.0,74.0,80.0,69.0,68.0,75,65,66,77,59,82,69,52,68,78,77,86,84,77,81,58,75,76,64,61,68,71,73,77,58,76.0,66,70,72,13,15,10,13,9,,71+2,71+2,71+2,76,75,75,75,76,76+1,76+1,76+1,77,74+2,74+2,74+2,77,75+2,72+2,72+2,72+2,75+2,74+2,70+2,70+2,70+2,74+2,19+2,Mitchell Weiser,29.0,5.5,Defender - Right-Back,Bundesliga
24.0,"CM, CDM",77,77,29,180,75,Roma,CDM,2025.0,Argentina,SUB,Right,4,4,3,Medium/Medium,Normal (170-185),,"Slide Tackle, Flair, Trivela",62.0,64.0,81.0,79.0,71.0,75.0,77,50,56,83,71,79,83,78,83,84,65,60,68,68,75,86,69,73,72,72,87,72,62,80,64,82.0,70,75,77,9,14,6,9,10,,68+3,68+3,68+3,72,72,72,72,72,75+2,75+2,75+2,74+3,77,77,77,74+3,74+3,77,77,77,74+3,73+3,73+3,73+3,73+3,73+3,17+3,Leandro Paredes,28.0,12.0,midfield - Defensive Midfield,SerieA
24.0,"CDM, CM",77,77,29,188,84,Everton,SUB,2024.0,Portugal,,Right,4,4,2,Low/Medium,Normal (185+),,,45.0,67.0,76.0,75.0,72.0,76.0,65,62,69,80,69,75,81,67,79,80,46,44,60,74,61,79,70,74,77,66,77,74,72,78,55,84.0,73,72,65,12,9,6,14,8,,70+2,70+2,70+2,69,71,71,71,69,73+2,73+2,73+2,71+2,76+1,76+1,76+1,71+2,70+2,76+1,76+1,76+1,70+2,69+2,72+2,72+2,72+2,69+2,17+2,André Gomes,29.0,14.0,midfield - Central Midfield,Ligue1
24.0,"CDM, CM",77,77,29,183,80,FSV Mainz 05,LCM,2026.0,Germany,,Right,3,3,2,Medium/High,Normal (170-185),,"Slide Tackle, Bruiser, Relentless",83.0,63.0,63.0,71.0,78.0,82.0,42,58,74,74,45,69,51,48,66,74,77,88,67,77,67,77,86,82,77,71,93,78,52,67,47,76.0,79,80,75,6,11,9,10,7,,69+2,69+2,69+2,67,69,69,69,67,69+2,69+2,69+2,68+2,71+2,71+2,71+2,68+2,73+2,76+1,76+1,76+1,73+2,75+2,79-2,79-2,79-2,75+2,16+2,Dominik Kohr,29.0,4.0,midfield - Central Midfield,Bundesliga
24.0,"LB, LWB, LM",77,77,30,185,73,Osasuna,LB,2024.0,Colombia,,Left,2,3,1,High/Low,Lean (185+),,"Rapid, Quick Step",88.0,65.0,73.0,72.0,72.0,70.0,77,62,56,77,43,72,74,64,70,75,86,90,70,69,58,80,77,65,70,61,73,74,69,65,60,70.0,70,77,75,13,8,14,9,15,,70+2,70+2,70+2,73,72,72,72,73,72+2,72+2,72+2,74+2,71+2,71+2,71+2,74+2,75+2,73+2,73+2,73+2,75+2,75+2,72+2,72+2,72+2,75+2,18+2,Johan Mojica,30.0,5.0,Defender - Left-Back,LaLiga
24.0,ST,77,77,27,187,82,VfB Stuttgart,ST,2026.0,Guinea,,Right,3,3,2,High/Low,Normal (185+),,Flair,65.0,77.0,66.0,76.0,38.0,77.0,56,77,77,73,73,77,66,67,63,79,65,65,67,75,66,81,85,71,81,74,72,29,80,68,79,73.0,42,29,34,11,8,12,12,8,,77,77,77,73,75,75,75,73,74+2,74+2,74+2,72+2,68+2,68+2,68+2,72+2,56+2,57+2,57+2,57+2,56+2,53+2,53+2,53+2,53+2,53+2,17+2,Serhou Guirassy,27.0,10.0,Attack - Centre-Forward,Bundesliga
24.0,"CM, CDM",77,77,31,187,81,Lazio,SUB,2025.0,Uruguay,,Right,3,3,2,High/Medium,Lean (185+),,"Power Shot, Power Header",60.0,72.0,74.0,76.0,77.0,81.0,69,68,83,79,68,76,64,58,75,80,63,58,68,78,64,82,88,75,83,77,81,81,77,78,56,80.0,76,76,73,4,4,4,4,4,,76+1,76+1,76+1,74,75,75,75,74,76+1,76+1,76+1,74+2,77,77,77,74+2,75+2,78-1,78-1,78-1,75+2,74+2,79-2,79-2,79-2,74+2,12+2,Matías Vecino,31.0,4.5,midfield - Central Midfield,SerieA
24.0,"LB, LWB",77,77,29,177,73,Espanyol,LB,2025.0,Spain,,Left,3,2,1,Medium/Medium,Normal (170-185),,Whipped Cross,79.0,61.0,72.0,69.0,72.0,76.0,75,56,62,75,52,68,74,68,65,73,80,78,66,73,68,65,76,90,68,68,78,73,65,67,62,64.0,73,73,73,13,15,13,8,12,,66+2,66+2,66+2,70,69,69,69,70,70+2,70+2,70+2,72+2,71+2,71+2,71+2,72+2,76+1,73+2,73+2,73+2,76+1,75+2,72+2,72+2,72+2,75+2,19+2,Brian Oliván,29.0,6.0,Defender - Left-Back,LaLiga
24.0,ST,76,89,20,191,79,Manchester United,SUB,2028.0,Denmark,ST,Left,3,3,1,Medium/High,Normal (185+),,"Rapid, Flair, Quick Step",85.0,75.0,55.0,74.0,29.0,78.0,38,78,70,68,68,75,58,48,49,76,84,85,69,75,66,78,88,73,84,70,69,28,77,54,70,72.0,27,24,15,12,8,9,14,7,,76+2,76+2,76+2,71,74,74,74,71,71+2,71+2,71+2,69+2,63+2,63+2,63+2,69+2,51+2,51+2,51+2,51+2,51+2,49+2,48+2,48+2,48+2,49+2,17+2,Rasmus Højlund,20.0,35.0,Attack - Centre-Forward,SerieA
24.0,"CDM, CM",76,86,21,178,72,Torino,RCM,2026.0,Italy,,Right,3,3,1,Medium/Medium,Lean (170-185),,Jockey,74.0,55.0,71.0,75.0,72.0,70.0,62,42,57,78,54,73,56,62,75,78,75,74,76,73,70,70,70,82,64,68,72,72,68,72,52,78.0,74,75,75,14,12,6,11,13,,65+2,65+2,65+2,70,70,70,70,70,72+2,72+2,72+2,72+2,74+2,74+2,74+2,72+2,74+2,75+2,75+2,75+2,74+2,73+2,71+2,71+2,71+2,73+2,19+2,Samuele Ricci,21.0,15.0,midfield - Defensive Midfield,SerieA
24.0,"RW, ST, RM",76,84,20,186,70,Paris Saint Germain,RES,2028.0,France,,Right,3,3,1,High/Medium,Lean (185+),,Rapid,84.0,73.0,71.0,77.0,31.0,62.0,73,75,69,74,72,79,62,59,62,77,80,87,75,76,69,74,75,68,59,67,60,20,75,75,66,77.0,23,35,28,8,8,15,6,6,,75+2,75+2,75+2,76,76,76,76,76,75+2,75+2,75+2,76+2,68+2,68+2,68+2,76+2,57+2,52+2,52+2,52+2,57+2,54+2,46+2,46+2,46+2,54+2,15+2,Bradley Barcola,20.0,7.0,Attack - Centre-Forward,Ligue1
24.0,"CB, RB",76,83,22,193,81,Brentford,SUB,2029.0,Republic of Ireland,RCB,Right,3,2,1,Medium/High,Normal (185+),,Anticipate,67.0,30.0,55.0,62.0,77.0,76.0,50,29,75,68,22,62,39,25,66,66,59,73,46,76,47,46,79,72,78,19,76,76,24,39,35,74.0,77,78,76,9,10,6,13,9,,52+2,52+2,52+2,53,52,52,52,53,53+2,53+2,53+2,57+2,60+2,60+2,60+2,57+2,70+2,72+2,72+2,72+2,70+2,71+2,76+2,76+2,76+2,71+2,17+2,Nathan Collins,22.0,22.0,Defender - Centre-Back,EPL
24.0,"CAM, ST",76,83,22,192,79,Atalanta,SUB,2024.0,Belgium,SUB,Left,3,4,1,Medium/Medium,Lean (185+),,"Pinged Pass, Flair",72.0,73.0,75.0,78.0,57.0,72.0,74,71,75,76,76,78,73,72,75,81,70,74,78,76,64,76,79,83,71,73,57,61,76,76,67,72.0,45,61,57,11,8,14,8,8,,75+2,75+2,75+2,76,76,76,76,76,76+2,76+2,76+2,76+2,75+2,75+2,75+2,76+2,69+2,68+2,68+2,68+2,69+2,68+2,64+2,64+2,64+2,68+2,16+2,Charles De Ketelaere,22.0,27.0,midfield - Attacking Midfield,SerieA
24.0,"CDM, CM",76,83,21,192,76,Everton,LCM,2027.0,Belgium,RDM,Right,4,3,1,High/High,Lean (185+),,Slide Tackle,73.0,59.0,69.0,71.0,73.0,78.0,61,57,67,76,51,72,58,42,74,74,66,78,63,72,50,72,77,75,80,58,77,75,65,70,40,70.0,71,75,77,7,12,12,9,10,,68+2,68+2,68+2,69,69,69,69,69,70+2,70+2,70+2,70+2,72+2,72+2,72+2,70+2,73+2,75+2,75+2,75+2,73+2,73+2,74+2,74+2,74+2,73+2,17+2,Amadou Onana,21.0,42.0,midfield - Defensive Midfield,EPL
24.0,"RB, LB",76,82,22,173,68,PSV,RB,2024.0,United States,RB,Right,4,4,1,High/Low,Normal (170-185),,Flair,83.0,59.0,73.0,81.0,68.0,66.0,74,58,59,80,44,83,72,43,69,77,86,80,88,75,80,65,73,77,59,62,68,68,72,72,39,74.0,66,72,74,11,10,10,15,15,,69+2,69+2,69+2,76,74,74,74,76,75+2,75+2,75+2,76+2,74+2,74+2,74+2,76+2,75+2,72+2,72+2,72+2,75+2,74+2,69+2,69+2,69+2,74+2,19+2,Sergiño Dest,22.0,12.0,Defender - Right-Back,SerieA
24.0,CB,76,81,25,183,80,Nantes,SUB,2024.0,Switzerland,,Right,4,2,1,Medium/Medium,Normal (170-185),,"Jockey, Intercept",73.0,49.0,63.0,57.0,76.0,78.0,49,30,74,74,41,41,48,59,67,71,71,75,68,73,67,76,84,76,79,67,76,77,33,59,55,66.0,74,77,74,6,8,5,7,6,,58+2,58+2,58+2,56,57,57,57,56,59+2,59+2,59+2,59+2,65+2,65+2,65+2,59+2,70+2,74+2,74+2,74+2,70+2,72+2,76+2,76+2,76+2,72+2,14+2,Eray Cömert,25.0,4.0,Defender - Centre-Back,LaLiga
24.0,"LM, RM",76,81,23,183,70,Everton,RM,2027.0,England,,Left,2,3,1,High/High,Lean (170-185),,Technical,68.0,66.0,75.0,78.0,54.0,66.0,77,66,59,76,57,80,77,74,71,79,70,67,75,75,72,68,68,77,64,66,57,46,73,75,62,76.0,57,57,48,6,14,14,12,14,,70+2,70+2,70+2,74,73,73,73,74,75+2,75+2,75+2,75+2,73+2,73+2,73+2,75+2,66+2,65+2,65+2,65+2,66+2,64+2,59+2,59+2,59+2,64+2,19+2,Dwight McNeil,23.0,18.0,Attack - Left Winger,EPL
24.0,"LB, LM",76,81,23,183,75,Nottingham Forest,SUB,2024.0,Portugal,,Left,4,3,1,High/Medium,Normal (170-185),,"Rapid, Quick Step, Long Throw",86.0,65.0,69.0,74.0,68.0,80.0,78,61,58,71,44,75,73,55,67,75,82,90,77,70,60,80,82,84,81,69,73,64,76,62,42,73.0,66,75,73,8,13,6,12,13,,71+2,71+2,71+2,74,73,73,73,74,71+2,71+2,71+2,74+2,71+2,71+2,71+2,74+2,74+2,71+2,71+2,71+2,74+2,74+2,71+2,71+2,71+2,74+2,18+2,Nuno Tavares,23.0,18.0,Defender - Left-Back,Ligue1
24.0,ST,76,81,21,175,79,Rennes,ST,2027.0,France,,Right,3,3,2,High/Low,Stocky (170-185),,,80.0,75.0,59.0,77.0,29.0,67.0,51,77,72,65,75,76,67,55,48,77,82,79,75,75,86,76,85,56,72,73,64,23,78,63,66,76.0,32,21,17,9,12,9,14,8,,76+2,76+2,76+2,73,75,75,75,73,72+2,72+2,72+2,70+2,62+2,62+2,62+2,70+2,50+2,48+2,48+2,48+2,50+2,48+2,46+2,46+2,46+2,48+2,18+2,Arnaud Kalimuendo,21.0,25.0,Attack - Centre-Forward,Ligue1
24.0,"CM, CDM",76,80,24,185,77,VfL Wolfsburg,RCM,2027.0,Sweden,RCM,Right,3,3,2,Medium/Medium,Normal (185+),,Technical,76.0,68.0,75.0,77.0,62.0,69.0,68,64,32,79,53,77,66,63,75,79,74,78,76,75,67,74,60,76,68,77,65,71,66,78,57,73.0,62,66,62,7,6,13,8,12,,68+2,68+2,68+2,74,73,73,73,74,76+2,76+2,76+2,75+2,76+2,76+2,76+2,75+2,72+2,72+2,72+2,72+2,72+2,69+2,64+2,64+2,64+2,69+2,16+2,Mattias Svanberg,24.0,15.0,midfield - Central Midfield,Bundesliga
24.0,"CM, CDM, CAM",76,80,25,184,77,Girona,RCM,2027.0,Venezuela,,Right,3,3,1,Medium/Medium,Lean (170-185),,"Pinged Pass, Flair",60.0,72.0,72.0,74.0,76.0,76.0,60,73,74,78,55,76,64,50,77,77,62,58,64,75,68,80,79,75,76,70,78,76,75,75,60,65.0,76,77,76,6,7,9,14,8,,74+2,74+2,74+2,72,74,74,74,72,74+2,74+2,74+2,72+2,76+2,76+2,76+2,72+2,73+2,77+2,77+2,77+2,73+2,73+2,76+2,76+2,76+2,73+2,16+2,Yangel Herrera,25.0,9.0,midfield - Central Midfield,LaLiga
24.0,CB,76,80,24,188,83,FC Union Berlin,LCB,2026.0,Portugal,,Left,3,2,1,Low/Medium,Lean (185+),,,57.0,38.0,51.0,61.0,78.0,75.0,29,30,77,72,32,55,35,20,69,67,57,57,63,77,57,59,81,72,78,38,72,78,30,34,38,68.0,77,79,75,7,5,10,8,10,,54+2,54+2,54+2,51,53,53,53,51,54+2,54+2,54+2,54+2,61+2,61+2,61+2,54+2,67+2,73+2,73+2,73+2,67+2,69+2,76+2,76+2,76+2,69+2,15+2,Diogo Leite,24.0,12.0,Defender - Centre-Back,Bundesliga
24.0,"ST, CF",76,80,24,190,82,VfL Wolfsburg,ST,2026.0,Denmark,SUB,Right,3,3,1,High/Medium,Normal (185+),,Flair,60.0,75.0,71.0,75.0,36.0,78.0,58,77,81,76,67,74,69,65,70,79,66,55,71,76,69,78,88,78,82,68,67,34,77,76,73,73.0,35,29,22,7,10,10,11,9,,76+2,76+2,76+2,72,75,75,75,72,75+2,75+2,75+2,72+2,71+2,71+2,71+2,72+2,55+2,58+2,58+2,58+2,55+2,52+2,52+2,52+2,52+2,52+2,17+2,Jonas Wind,24.0,14.0,Attack - Centre-Forward,Bundesliga
24.0,CB,76,80,25,190,80,Juventus,RCB,2027.0,Italy,,Right,3,2,1,Medium/High,Lean (185+),,"Long Ball Pass, Intercept, Aerial",66.0,35.0,50.0,59.0,78.0,76.0,34,30,79,63,32,55,34,36,61,65,63,69,51,71,51,54,84,67,79,29,76,77,27,40,43,74.0,78,79,76,6,11,11,11,6,,53+2,53+2,53+2,51,52,52,52,51,52+2,52+2,52+2,54+2,58+2,58+2,58+2,54+2,66+2,70+2,70+2,70+2,66+2,69+2,76+2,76+2,76+2,69+2,16+2,Federico Gatti,24.0,5.0,Defender - Centre-Back,SerieA
24.0,"CM, CDM",76,79,26,183,75,Fiorentina,LCM,2026.0,Italy,,Left,3,3,2,Medium/High,Lean (170-185),,,55.0,66.0,75.0,75.0,74.0,75.0,70,65,65,80,60,76,66,64,76,77,56,55,67,74,73,70,71,82,75,71,67,75,64,76,55,70.0,77,75,72,13,14,9,14,16,,69+2,69+2,69+2,71,71,71,71,71,73+2,73+2,73+2,72+2,76+2,76+2,76+2,72+2,74+2,76+2,76+2,76+2,74+2,73+2,73+2,73+2,73+2,73+2,21+2,Rolando Mandragora,25.0,9.0,midfield - Defensive Midfield,SerieA
24.0,CB,76,79,25,187,82,Leicester City,RCB,2027.0,Belgium,RCB,Right,3,2,1,Medium/Medium,Normal (185+),,Long Ball Pass,53.0,39.0,55.0,59.0,77.0,77.0,33,35,76,74,28,55,41,36,70,68,50,55,43,74,57,62,78,72,78,28,80,76,41,42,43,68.0,75,80,78,12,10,8,7,7,,56+2,56+2,56+2,52,55,55,55,52,56+2,56+2,56+2,56+2,63+2,63+2,63+2,56+2,67+2,73+2,73+2,73+2,67+2,69+2,76+2,76+2,76+2,69+2,16+2,Wout Faes,25.0,20.0,Defender - Centre-Back,EPL
24.0,"RM, CAM",76,79,25,173,75,Celta de Vigo,RM,2027.0,Spain,,Left,2,4,1,High/Low,Normal (170-185),,Rapid,80.0,74.0,70.0,80.0,37.0,63.0,68,73,62,76,64,80,62,65,65,83,81,79,81,76,85,85,76,64,64,74,55,23,74,68,57,57.0,38,37,34,11,5,13,7,12,,75+2,75+2,75+2,77,77,77,77,77,76+2,76+2,76+2,75+2,69+2,69+2,69+2,75+2,58+2,55+2,55+2,55+2,58+2,55+2,49+2,49+2,49+2,55+2,16+2,Carles Pérez,25.0,5.0,Attack - Right Winger,LaLiga
24.0,CB,76,78,26,183,78,AFC Bournemouth,RCB,2026.0,Argentina,,Left,4,3,2,Low/Medium,Normal (170-185),,Intercept,59.0,42.0,69.0,72.0,76.0,75.0,63,32,74,75,58,73,41,32,76,75,65,54,66,73,61,55,80,71,77,52,74,77,32,75,40,75.0,77,76,77,10,13,11,7,8,,57+2,57+2,57+2,62,61,61,61,62,65+2,65+2,65+2,65+2,70+2,70+2,70+2,65+2,72+2,75+2,75+2,75+2,72+2,72+2,76+2,76+2,76+2,72+2,17+2,Marcos Senesi,26.0,17.0,Defender - Centre-Back,EPL
24.0,"LWB, CB, LM",76,78,26,185,76,FSV Mainz 05,LM,2026.0,France,,Right,5,3,2,Medium/Medium,Lean (185+),,"Intercept, Anticipate",69.0,52.0,71.0,70.0,76.0,73.0,76,53,73,74,47,69,72,48,75,73,67,70,68,74,65,59,79,76,73,42,68,79,65,63,52,68.0,75,76,74,11,9,12,7,8,,65+2,65+2,65+2,67,66,66,66,67,67+2,67+2,67+2,70+2,70+2,70+2,70+2,70+2,74+2,74+2,74+2,74+2,74+2,75+2,75+2,75+2,75+2,75+2,16+2,Anthony Caci,25.0,8.5,Defender - Left-Back,Bundesliga
24.0,CB,76,78,26,188,77,Getafe,SUB,2028.0,Paraguay,,Left,3,2,1,Medium/Medium,Normal (185+),,"Power Header, Long Ball Pass, Aerial",63.0,56.0,58.0,64.0,78.0,77.0,56,54,77,64,47,62,52,41,64,63,63,63,70,73,60,63,83,71,79,57,78,79,62,49,45,68.0,78,79,75,7,13,14,13,15,,64+2,64+2,64+2,61,62,62,62,61,61+2,61+2,61+2,62+2,64+2,64+2,64+2,62+2,69+2,71+2,71+2,71+2,69+2,71+2,76+2,76+2,76+2,71+2,19+2,Omar Alderete,26.0,4.0,Defender - Centre-Back,LaLiga
24.0,LB,76,77,27,183,70,Newcastle United,SUB,2026.0,England,,Left,2,3,1,High/Medium,Normal (170-185),,,66.0,47.0,72.0,72.0,75.0,68.0,81,40,60,74,40,73,77,68,66,75,67,65,63,74,63,65,69,77,66,44,63,77,62,63,51,67.0,76,77,72,10,15,8,11,14,,61+2,61+2,61+2,67,65,65,65,67,66+2,66+2,66+2,70+2,69+2,69+2,69+2,70+2,75+2,73+2,73+2,73+2,75+2,74+2,72+2,72+2,72+2,74+2,19+2,Matt Targett,27.0,15.0,Defender - Left-Back,EPL
24.0,CB,76,77,29,187,77,Beşiktaş,SUB,2024.0,Côte d'Ivoire,,Right,3,3,2,Medium/Medium,Normal (185+),,Slide Tackle,68.0,42.0,59.0,66.0,76.0,72.0,49,33,72,68,42,65,46,43,61,67,64,71,61,75,60,55,82,40,84,48,80,77,47,59,46,76.0,77,76,78,14,14,10,9,8,,58+2,58+2,58+2,59,59,59,59,59,61+2,61+2,61+2,60+2,63+2,63+2,63+2,60+2,67+2,70+2,70+2,70+2,67+2,69+2,76+1,76+1,76+1,69+2,18+2,Eric Bailly,29.0,8.0,Defender - Centre-Back,Ligue1
24.0,"LM, CF",76,77,26,180,67,Olympique de Marseille,SUB,2027.0,Morocco,,Right,3,5,2,Medium/Medium,Lean (170-185),,"Technical, Flair, Trickster",80.0,62.0,72.0,82.0,40.0,48.0,72,65,55,75,63,84,67,54,70,81,82,79,84,73,73,54,61,62,40,60,46,29,69,75,68,76.0,44,44,27,15,13,10,13,6,,67+2,67+2,67+2,76,74,74,74,76,75+2,75+2,75+2,75+2,70+2,70+2,70+2,75+2,59+2,56+2,56+2,56+2,59+2,56+2,47+2,47+2,47+2,56+2,18+2,Amine Harit,25.0,14.0,midfield - Attacking Midfield,Ligue1
24.0,GK,76,76,35,201,93,Tottenham Hotspur,SUB,2024.0,England,,Right,5,1,2,Medium/Medium,Normal (185+),,,,,,,,,19,13,13,27,19,20,10,19,36,33,26,32,44,70,42,50,65,29,80,12,44,22,13,48,22,54.0,11,13,12,76,72,67,75,81,28.0,29+2,29+2,29+2,28,30,30,30,28,31+2,31+2,31+2,29+2,32+2,32+2,32+2,29+2,26+2,31+2,31+2,31+2,26+2,25+2,29+2,29+2,29+2,25+2,75+1,Fraser Forster,35.0,1.5,Goalkeeper,EPL
24.0,ST,76,76,31,189,91,Real Betis,SUB,2026.0,Brazil,,Right,4,4,2,Medium/Low,Normal (185+),#Strength,"Power Header, Trivela",63.0,77.0,65.0,71.0,39.0,80.0,53,78,76,73,73,73,68,60,50,75,60,65,65,78,37,82,86,65,89,72,75,35,79,74,76,77.0,40,32,30,15,14,16,15,8,,76,76,76,71,75,75,75,71,73+2,73+2,73+2,70+2,67+2,67+2,67+2,70+2,54+2,56+2,56+2,56+2,54+2,52+2,55+2,55+2,55+2,52+2,20+2,Willian José,31.0,7.0,Attack - Centre-Forward,LaLiga
24.0,CB,76,76,30,186,80,Leicester City,SUB,2026.0,England,,Right,3,2,1,Medium/High,Normal (185+),,Long Ball Pass,46.0,57.0,76.0,66.0,79.0,71.0,67,52,78,81,56,60,60,57,86,79,41,50,48,79,54,68,73,73,73,60,65,78,51,75,60,80.0,81,79,72,8,15,10,12,8,,64+2,64+2,64+2,64,65,65,65,64,68+2,68+2,68+2,67+2,75+1,75+1,75+1,67+2,72+2,78-2,78-2,78-2,72+2,73+2,76,76,76,73+2,18+2,Conor Coady,30.0,18.0,Defender - Centre-Back,EPL
24.0,GK,76,76,30,193,85,Crystal Palace,GK,2026.0,England,,Right,3,1,2,Medium/Medium,Normal (185+),,,,,,,,,17,11,17,27,15,16,16,17,35,18,38,45,55,70,27,53,64,37,68,16,24,17,11,48,42,32.0,22,17,20,77,74,70,77,78,41.0,28+2,28+2,28+2,27,28,28,28,27,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,27+2,29+2,29+2,29+2,27+2,27+2,29+2,29+2,29+2,27+2,75+1,Sam Johnstone,30.0,4.0,Goalkeeper,EPL
24.0,"LM, RM",76,76,31,173,68,Almería,RM,2026.0,Spain,,Right,4,4,2,High/Low,Normal (170-185),,"Dead Ball, Whipped Cross, Technical",76.0,75.0,75.0,75.0,43.0,69.0,75,73,57,75,62,76,79,78,71,75,77,75,75,73,76,83,72,75,64,77,73,37,74,74,76,73.0,36,48,43,13,6,6,14,11,,73+2,73+2,73+2,75,75,75,75,75,75+1,75+1,75+1,75+1,71+2,71+2,71+2,75+1,62+2,60+2,60+2,60+2,62+2,59+2,54+2,54+2,54+2,59+2,18+2,Adrián Embarba,31.0,3.0,Attack - Right Winger,LaLiga
24.0,"CM, CDM",76,76,28,184,81,TSG Hoffenheim,RCM,2026.0,Germany,,Right,4,3,2,High/High,Normal (170-185),#Engine,Relentless,67.0,71.0,69.0,74.0,75.0,81.0,61,71,77,76,65,74,55,51,74,76,65,69,67,78,67,77,83,92,76,71,79,77,73,71,51,76.0,73,76,72,8,14,7,10,6,,74+2,74+2,74+2,72,74,74,74,72,73+2,73+2,73+2,73+2,76,76,76,73+2,74+2,77-1,77-1,77-1,74+2,74+2,76,76,76,74+2,17+2,Grischa Prömel,28.0,7.5,midfield - Central Midfield,Bundesliga
24.0,"CM, CDM, CAM",76,76,30,186,70,Brest,RCM,2025.0,France,,Right,4,3,2,High/High,Lean (185+),,"Incisive Pass, Long Ball Pass, Relentless, Trivela",62.0,72.0,77.0,75.0,69.0,75.0,77,69,58,78,58,75,78,69,76,77,64,61,71,76,60,77,70,85,72,77,71,69,74,76,65,77.0,73,70,62,14,6,12,9,10,,71+2,71+2,71+2,74,74,74,74,74,75+1,75+1,75+1,74+2,76,76,76,74+2,73+2,74+2,74+2,74+2,73+2,71+2,69+2,69+2,69+2,71+2,17+2,Pierre Lees-Melou,29.0,4.0,midfield - Defensive Midfield,Ligue1
24.0,"LW, LM",75,88,19,180,72,Manchester United,SUB,2028.0,Argentina,,Right,4,3,1,High/Medium,Lean (170-185),,"Finesse Shot, Technical, Flair, Quick Step",84.0,69.0,65.0,77.0,33.0,58.0,68,70,44,69,58,77,75,61,47,75,86,83,85,76,87,74,61,67,50,67,64,38,76,68,56,71.0,28,35,24,6,15,14,13,7,,70+2,70+2,70+2,75,74,74,74,75,73+2,73+2,73+2,73+2,65+2,65+2,65+2,73+2,57+2,52+2,52+2,52+2,57+2,54+2,45+2,45+2,45+2,54+2,18+2,Alejandro Garnacho,18.0,25.0,Attack - Left Winger,EPL
24.0,"CM, CAM",75,88,19,179,72,Juventus,SUB,2027.0,Italy,,Right,4,3,1,Medium/Medium,Normal (170-185),,Trivela,77.0,60.0,75.0,78.0,66.0,72.0,71,52,49,79,70,79,74,69,75,79,77,77,79,71,77,66,68,79,67,68,76,66,68,76,65,72.0,64,71,69,11,9,6,14,12,,66+2,66+2,66+2,73,72,72,72,73,74+2,74+2,74+2,74+2,75+2,75+2,75+2,74+2,73+2,73+2,73+2,73+2,73+2,71+2,68+2,68+2,68+2,71+2,18+2,Fabio Miretti,19.0,15.0,midfield - Central Midfield,SerieA
24.0,"CM, CDM",75,88,17,178,68,Paris Saint Germain,RCM,2025.0,France,,Right,3,3,1,Medium/Medium,Normal (170-185),,,75.0,62.0,72.0,76.0,72.0,71.0,62,60,58,78,49,76,64,53,75,77,74,76,70,76,73,69,72,72,69,62,76,75,73,76,59,76.0,69,78,70,14,11,7,8,15,,69+2,69+2,69+2,72,73,73,73,72,74+2,74+2,74+2,73+2,75+2,75+2,75+2,73+2,73+2,75+2,75+2,75+2,73+2,73+2,72+2,72+2,72+2,73+2,19+2,Warren Zaïre-Emery,17.0,18.0,midfield - Central Midfield,Ligue1
24.0,"LM, CM",75,86,20,183,79,Eintracht Frankfurt,SUB,2028.0,Algeria,,Right,3,3,1,High/High,Normal (170-185),,Technical,73.0,67.0,73.0,73.0,68.0,71.0,67,76,65,79,52,75,59,67,69,74,74,72,63,75,63,67,77,74,71,48,68,69,73,74,61,73.0,67,69,68,10,13,12,12,11,,72+2,72+2,72+2,73,73,73,73,73,73+2,73+2,73+2,74+2,73+2,73+2,73+2,74+2,72+2,72+2,72+2,72+2,72+2,71+2,70+2,70+2,70+2,71+2,19+2,Farès Chaïbi,20.0,10.0,Attack - Left Winger,Ligue1
