fifa_version,player_positions,overall,potential,fifa_age,height_cm,weight_kg,club_name,club_position,club_contract_valid_until_year,nationality_name,nation_position,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,name,age,fee,position,league
23.0,CB,80,86,22,193,81,Newcastle United,LCB,2027.0,Netherlands,,Left,3,2,2,Medium/High,Normal (185+),,Long Passer (AI),58.0,37.0,60.0,62.0,80.0,84.0,43,24,81,74,27,59,47,28,70,66,54,62,57,78,37,65,77,78,89,37,81,77,45,57,37,74.0,79,83,80,12,9,8,6,14,,57+2,57+2,57+2,55,57,57,57,55,59+2,59+2,59+2,59+2,66+2,66+2,66+2,59+2,70+2,76+2,76+2,76+2,70+2,72+2,80+2,80+2,80+2,72+2,18+2,Sven Botman,20.0,8.0,Centre-Back,Ligue 1
23.0,"RB, RWB",80,86,21,171,64,Bayer 04 Leverkusen,RB,2025.0,Netherlands,,Right,3,3,1,High/Medium,Normal (170-185),"#Speedster, #Acrobat","Flair, Speed Dribbler (AI)",94.0,54.0,73.0,83.0,72.0,70.0,83,57,49,75,43,85,74,47,58,79,96,93,91,76,90,53,72,84,61,48,74,71,76,75,39,71.0,73,77,74,12,7,8,13,14,,68+2,68+2,68+2,78,74,74,74,78,76+2,76+2,76+2,79+2,73+2,73+2,73+2,79+2,79+2,73+2,73+2,73+2,79+2,78+2,71+2,71+2,71+2,78+2,18+2,Jeremie Frimpong,20.0,11.0,Right-Back,1 Bundesliga
23.0,"CM, LM",80,85,23,183,84,Juventus,LCM,2025.0,United States,LCM,Right,3,3,2,High/High,Normal (170-185),#Engine,Giant Throw-in,82.0,74.0,76.0,80.0,78.0,83.0,73,74,80,79,75,81,77,63,77,82,81,82,75,79,69,74,92,87,81,73,80,79,82,78,61,80.0,75,80,75,7,9,12,9,11,,79+2,79+2,79+2,79,79,79,79,79,79+2,79+2,79+2,80+2,80+2,80+2,80+2,80+2,79+2,79+2,79+2,79+2,79+2,79+2,79+2,79+2,79+2,79+2,17+2,Weston McKennie,22.0,4.5,Central Midfield,1 Bundesliga
23.0,"RM, RB, CM",80,84,24,176,75,VfL Wolfsburg,RB,2025.0,Germany,,Right,4,3,2,High/Medium,Normal (170-185),,"Dives Into Tackles (AI), Long Shot Taker (AI), Speed Dribbler (AI)",82.0,73.0,73.0,81.0,70.0,78.0,79,74,49,74,63,83,79,48,69,78,83,82,82,78,90,77,73,91,73,73,74,74,76,75,60,76.0,74,70,75,12,8,7,10,9,,74+2,74+2,74+2,78,77,77,77,78,77+2,77+2,77+2,79+2,76+2,76+2,76+2,79+2,78+2,75+2,75+2,75+2,78+2,76+2,71+2,71+2,71+2,76+2,17+2,Ridle Baku,22.0,10.0,Right-Back,1 Bundesliga
23.0,ST,80,83,25,183,79,Olympique Lyonnais,SUB,2023.0,France,,Right,3,3,2,Medium/Low,Normal (170-185),,Flair,72.0,79.0,64.0,74.0,30.0,79.0,50,83,84,74,77,74,69,58,50,76,69,75,65,80,62,81,84,74,83,65,75,22,85,69,79,76.0,39,14,16,7,13,11,10,8,,80+2,80+2,80+2,73,77,77,77,73,74+2,74+2,74+2,72+2,66+2,66+2,66+2,72+2,52+2,52+2,52+2,52+2,52+2,49+2,49+2,49+2,49+2,49+2,17+2,Moussa Dembélé,24.0,1.5,Centre-Forward,Laliga
23.0,CB,80,83,26,188,76,West Ham United,SUB,2027.0,Morocco,RCB,Left,3,2,2,Medium/Medium,Normal (185+),,"Solid Player, Long Passer (AI)",73.0,50.0,64.0,65.0,80.0,77.0,48,40,81,76,41,58,55,41,72,75,65,80,58,80,56,69,89,76,76,54,77,81,52,60,48,73.0,78,83,78,7,15,9,14,6,,64+2,64+2,64+2,62,64,64,64,62,65+2,65+2,65+2,65+2,70+2,70+2,70+2,65+2,73+2,77+2,77+2,77+2,73+2,75+2,80+2,80+2,80+2,75+2,18+2,Nayef Aguerd,24.0,4.0,Centre-Back,Ligue 1
23.0,"LWB, LB",80,83,25,178,68,Atlético Madrid,SUB,2023.0,Spain,,Left,3,3,1,High/Medium,Lean (170-185),,"Early Crosser, Speed Dribbler (AI)",83.0,57.0,74.0,78.0,77.0,69.0,79,53,72,78,43,79,73,43,71,79,83,83,76,77,74,69,64,73,65,58,77,78,76,73,42,74.0,76,79,76,11,14,9,5,12,,70+2,70+2,70+2,75,74,74,74,75,75+2,75+2,75+2,76+2,75+2,75+2,75+2,76+2,78+2,76+2,76+2,76+2,78+2,78+2,75+2,75+2,75+2,78+2,18+2,Sergio Reguilón,23.0,30.0,Left-Back,Laliga
23.0,GK,80,82,29,186,83,Cádiz,GK,2025.0,Argentina,,Right,2,1,1,Medium/Medium,Stocky (185+),,Comes For Crosses,,,,,,,18,16,17,35,19,17,20,18,28,13,49,42,40,74,50,54,68,40,65,22,25,22,15,38,25,42.0,15,15,14,82,77,72,78,83,46.0,30+2,30+2,30+2,28,29,29,29,28,29+2,29+2,29+2,29+2,30+2,30+2,30+2,29+2,28+2,29+2,29+2,29+2,28+2,28+2,28+2,28+2,28+2,28+2,79+2,Jeremías Ledesma,27.0,0.6,Goalkeeper,Laliga
23.0,"CM, LM, CDM",80,80,31,176,74,Villarreal,SUB,2024.0,France,,Right,4,3,2,Medium/High,Normal (170-185),,"Injury Prone, Dives Into Tackles (AI)",68.0,68.0,78.0,79.0,78.0,80.0,69,65,63,84,60,80,71,53,81,81,69,68,73,81,77,75,80,76,80,72,85,78,77,80,52,78.0,80,79,79,9,9,8,10,15,,73+2,73+2,73+2,76,77,77,77,76,78+2,78+2,78+2,77+2,80,80,80,77+2,77+2,80,80,80,77+2,77+2,78+2,78+2,78+2,77+2,18+2,Francis Coquelin,29.0,6.5,Defensive Midfield,Laliga
23.0,"CDM, CM",80,80,30,188,83,Paris Saint Germain,LCB,2025.0,Portugal,SUB,Right,3,3,3,Medium/High,Normal (185+),#Strength,,56.0,63.0,70.0,71.0,79.0,85.0,56,57,83,80,55,73,54,53,77,75,47,63,53,75,49,75,76,83,89,67,80,79,70,70,57,77.0,80,81,68,9,7,13,14,15,,70+3,70+3,70+3,67,70,70,70,67,71+3,71+3,71+3,69+3,75+3,75+3,75+3,69+3,73+3,78+2,78+2,78+2,73+3,73+3,79+1,79+1,79+1,73+3,18+3,Danilo Pereira,29.0,4.0,Defensive Midfield,Ligue 1
23.0,ST,80,80,29,190,84,Atlético Madrid,RS,2024.0,Spain,ST,Right,4,3,3,Medium/Medium,Unique,,Speed Dribbler (AI),80.0,78.0,72.0,78.0,31.0,77.0,72,82,85,76,79,79,78,50,60,80,78,81,72,80,63,77,86,77,80,70,69,24,83,77,75,79.0,37,14,20,4,5,4,4,5,,80,80,80,78,79,79,79,78,78+2,78+2,78+2,78+2,70+3,70+3,70+3,78+2,57+3,54+3,54+3,54+3,57+3,53+3,49+3,49+3,49+3,53+3,13+3,Álvaro Morata,27.0,35.0,Centre-Forward,Laliga
23.0,LB,80,80,29,181,71,Sevilla,SUB,2023.0,Brazil,,Left,2,3,3,High/Low,Unique,,"Early Crosser, Long Shot Taker (AI), Outside Foot Shot",79.0,74.0,81.0,77.0,75.0,71.0,84,63,66,80,66,77,87,79,79,79,78,79,75,79,70,87,81,82,62,83,76,79,76,78,83,75.0,74,77,76,13,8,12,11,14,,74+3,74+3,74+3,77,77,77,77,77,77+3,77+3,77+3,78+2,79+1,79+1,79+1,78+2,79+1,78+2,78+2,78+2,79+1,78+2,75+3,75+3,75+3,78+2,19+3,Alex Telles,27.0,15.0,Left-Back,Premier League
23.0,"RWB, RB",80,80,28,177,69,Wolverhampton Wanderers,SUB,2023.0,Portugal,,Right,3,4,2,High/Medium,Unique,,Speed Dribbler (AI),83.0,57.0,69.0,80.0,75.0,74.0,77,50,58,75,42,80,63,34,65,80,84,82,80,79,79,74,81,78,68,58,81,77,73,63,38,79.0,74,79,76,16,12,10,14,12,,69+2,69+2,69+2,74,73,73,73,74,73+2,73+2,73+2,75+2,73+2,73+2,73+2,75+2,78+2,75+2,75+2,75+2,78+2,77+2,75+2,75+2,75+2,77+2,21+2,Nélson Semedo,26.0,30.0,Right-Back,Laliga
23.0,"CAM, LM",79,87,21,186,74,RB Leipzig,RAM,2026.0,Hungary,LW,Right,4,4,1,Medium/Low,Normal (185+),"#Distance Shooter, #FK Specialist","Early Crosser, Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",77.0,79.0,81.0,80.0,34.0,64.0,81,73,58,79,82,81,90,87,79,83,78,77,77,76,63,87,69,74,69,87,40,32,70,80,79,80.0,35,30,25,10,10,13,10,6,,75+2,75+2,75+2,79,78,78,78,79,79+2,79+2,79+2,78+2,74+2,74+2,74+2,78+2,60+2,57+2,57+2,57+2,60+2,56+2,47+2,47+2,47+2,56+2,17+2,Dominik Szoboszlai,20.0,20.0,Left Midfield,1 Bundesliga
23.0,"ST, LM",79,86,22,181,83,Rennes,ST,2027.0,France,,Right,3,4,2,High/Medium,Normal (170-185),,"Finesse Shot, Flair",78.0,81.0,76.0,80.0,45.0,69.0,76,81,68,79,78,82,78,76,69,80,81,75,76,77,72,81,69,72,71,82,61,44,82,76,78,78.0,45,41,32,6,12,8,9,7,,79+2,79+2,79+2,79,80,80,80,79,79+2,79+2,79+2,78+2,74+2,74+2,74+2,78+2,63+2,61+2,61+2,61+2,63+2,60+2,55+2,55+2,55+2,60+2,16+2,Amine Gouiri,20.0,7.0,Centre-Forward,Ligue 1
23.0,CB,79,86,21,190,76,Chelsea,SUB,2028.0,France,,Right,3,2,1,Medium/High,Lean (185+),,"Injury Prone, Dives Into Tackles (AI)",75.0,37.0,55.0,64.0,81.0,76.0,39,29,74,69,40,61,39,38,66,67,69,80,61,76,58,48,78,67,80,37,79,84,42,47,48,70.0,79,82,80,14,12,9,14,6,,56+2,56+2,56+2,57,57,57,57,57,58+2,58+2,58+2,59+2,63+2,63+2,63+2,59+2,71+2,74+2,74+2,74+2,71+2,73+2,79+2,79+2,79+2,73+2,18+2,Wesley Fofana,19.0,35.0,Centre-Back,Ligue 1
23.0,ST,79,85,22,180,77,Lille,ST,2025.0,Canada,ST,Right,5,3,2,High/High,Normal (170-185),,"Solid Player, Outside Foot Shot",83.0,79.0,71.0,77.0,33.0,71.0,67,82,72,77,73,78,58,58,69,78,81,85,75,76,70,77,86,83,77,74,37,33,82,73,75,81.0,29,29,19,7,7,11,7,7,,79+2,79+2,79+2,78,78,78,78,78,77+2,77+2,77+2,77+2,72+2,72+2,72+2,77+2,58+2,55+2,55+2,55+2,58+2,55+2,48+2,48+2,48+2,55+2,15+2,Jonathan David,20.0,27.0,Centre-Forward,Ligue 1
23.0,"CM, CDM, CAM",79,84,25,184,74,Manchester United,SUB,2025.0,Netherlands,,Right,3,3,3,High/Medium,Unique,,"Flair, Outside Foot Shot",67.0,77.0,76.0,78.0,72.0,75.0,65,75,69,80,80,76,78,65,78,84,67,67,75,77,69,82,70,78,74,77,76,72,78,79,61,84.0,72,72,71,7,12,8,10,14,,76+3,76+3,76+3,76,77,77,77,76,78+3,78+3,78+3,76+3,78+3,78+3,78+3,76+3,73+3,76+3,76+3,76+3,73+3,73+3,73+3,73+3,73+3,73+3,18+3,Donny van de Beek,23.0,39.0,Central Midfield,Premier League
23.0,"RB, RWB",79,84,24,185,74,Aston Villa,RB,2027.0,Poland,RB,Right,2,3,2,High/Medium,Normal (185+),,"Long Throw-in, Solid Player, Dives Into Tackles (AI), Speed Dribbler (AI)",80.0,67.0,71.0,75.0,74.0,76.0,77,67,49,73,48,75,66,48,71,74,79,81,78,78,74,77,77,87,68,64,82,76,71,67,44,72.0,77,77,78,15,16,13,13,8,,70+2,70+2,70+2,74,73,73,73,74,72+2,72+2,72+2,75+2,73+2,73+2,73+2,75+2,78+2,76+2,76+2,76+2,78+2,77+2,73+2,73+2,73+2,77+2,20+2,Matty Cash,23.0,15.75,Right-Back,Premier League
23.0,"LB, LWB",79,83,24,175,78,Brighton & Hove Albion,SUB,2027.0,Ecuador,,Left,3,3,1,High/Medium,Stocky (170-185),,Speed Dribbler (AI),81.0,46.0,69.0,72.0,75.0,76.0,79,48,75,79,38,73,59,36,62,71,80,82,74,74,73,41,72,79,75,42,74,75,52,56,69,65.0,69,80,79,14,7,14,7,7,,62+2,62+2,62+2,68,64,64,64,68,66+2,66+2,66+2,70+2,68+2,68+2,68+2,70+2,77+2,73+2,73+2,73+2,77+2,77+2,75+2,75+2,75+2,77+2,16+2,Pervis Estupiñán,22.0,16.4,Left-Back,Laliga
23.0,"RW, RM",79,82,24,173,66,Olympique de Marseille,SUB,2025.0,Turkey,,Left,4,4,1,Medium/Medium,Normal (170-185),,"Flair, Long Shot Taker (AI), Speed Dribbler (AI)",78.0,77.0,75.0,80.0,38.0,52.0,81,77,63,74,70,80,83,68,65,82,82,75,82,78,80,78,42,72,49,80,37,29,75,76,73,68.0,43,33,30,9,13,7,9,8,,75+2,75+2,75+2,79,78,78,78,79,77+2,77+2,77+2,77+2,71+2,71+2,71+2,77+2,61+2,55+2,55+2,55+2,61+2,57+2,46+2,46+2,46+2,57+2,17+2,Cengiz Ünder,23.0,3.0,Right Winger,Premier League
23.0,GK,79,81,28,189,80,Montpellier,GK,2024.0,Switzerland,,Right,4,1,1,Medium/Medium,Normal (185+),,"Rushes Out Of Goal, Saves with Feet",,,,,,,24,17,24,45,15,27,21,16,35,31,52,51,32,74,51,55,75,35,72,18,22,25,15,48,27,55.0,20,21,24,80,75,73,76,82,52.0,35+2,35+2,35+2,34,36,36,36,34,37+2,37+2,37+2,36+2,37+2,37+2,37+2,36+2,34+2,35+2,35+2,35+2,34+2,34+2,34+2,34+2,34+2,34+2,78+2,Jonas Omlin,26.0,6.0,Goalkeeper,Ligue 1
23.0,"CDM, CM",79,81,27,175,67,Getafe,SUB,2027.0,Spain,,Right,3,3,1,High/High,Lean (170-185),,"Finesse Shot, Playmaker (AI)",70.0,70.0,76.0,74.0,75.0,74.0,72,67,48,80,51,71,71,73,76,78,74,66,70,77,77,76,71,85,70,72,72,78,75,74,73,80.0,77,80,76,12,13,8,10,10,,70+2,70+2,70+2,73,73,73,73,73,75+2,75+2,75+2,75+2,77+2,77+2,77+2,75+2,77+2,78+2,78+2,78+2,77+2,76+2,73+2,73+2,73+2,76+2,18+2,Luis Milla,25.0,5.0,Central Midfield,Laliga
23.0,ST,79,79,30,180,66,Newcastle United,ST,2024.0,England,,Right,3,4,2,High/Medium,Normal (170-185),,Injury Prone,81.0,78.0,66.0,77.0,42.0,76.0,61,83,78,72,71,77,63,45,62,79,78,83,73,80,72,78,70,69,80,68,74,40,84,70,83,79.0,38,40,27,10,15,8,10,6,,79,79,79,76,78,78,78,76,76+2,76+2,76+2,75+2,70+2,70+2,70+2,75+2,59+2,59+2,59+2,59+2,59+2,57+2,56+2,56+2,56+2,57+2,18+2,Callum Wilson,28.0,22.25,Centre-Forward,Premier League
23.0,"CDM, CM",79,79,29,177,67,Olympique de Marseille,LCM,2025.0,France,,Right,3,3,2,Medium/Medium,Normal (170-185),,"Long Shot Taker (AI), Playmaker (AI)",76.0,75.0,76.0,78.0,76.0,79.0,69,70,59,81,72,77,69,71,77,81,78,75,77,76,81,83,74,78,79,77,82,76,74,74,80,78.0,77,79,77,9,10,11,8,9,,75+2,75+2,75+2,76,76,76,76,76,77+2,77+2,77+2,76+2,78+1,78+1,78+1,76+2,77+2,78+1,78+1,78+1,77+2,76+2,76+2,76+2,76+2,76+2,16+2,Jordan Veretout,27.0,16.0,Central Midfield,Serie A
23.0,"CAM, CM",79,79,29,179,70,Ajax,SUB,2024.0,Netherlands,LCM,Right,3,3,2,High/High,Normal (170-185),#Engine,"Dives Into Tackles (AI), Outside Foot Shot, Team Player",68.0,80.0,74.0,76.0,73.0,78.0,67,82,77,79,82,75,61,53,76,80,67,69,65,80,68,81,70,89,73,74,79,73,84,78,76,82.0,71,75,65,12,6,13,16,10,,79,79,79,76,78,78,78,76,78+1,78+1,78+1,77+2,79,79,79,77+2,74+2,76+2,76+2,76+2,74+2,74+2,74+2,74+2,74+2,74+2,19+2,Davy Klaassen,27.0,11.0,Central Midfield,1 Bundesliga
23.0,RB,79,79,31,173,67,Milan,SUB,2025.0,Italy,SUB,Right,4,3,3,High/Medium,Unique,,Long Shot Taker (AI),76.0,77.0,79.0,79.0,74.0,61.0,76,73,70,83,84,75,71,71,76,84,79,74,86,77,82,82,72,75,50,81,66,77,69,80,73,79.0,76,74,70,9,8,10,11,10,,75+3,75+3,75+3,78,77,77,77,78,79,79,79,77+2,78+1,78+1,78+1,77+2,77+2,76+3,76+3,76+3,77+2,76+3,72+3,72+3,72+3,76+3,17+3,Alessandro Florenzi,29.0,1.0,Right-Back,Ligue 1
23.0,"CM, CDM",79,79,29,184,76,Everton,SUB,2023.0,Mali,,Right,3,3,2,High/High,Unique,#Engine,,67.0,76.0,74.0,78.0,78.0,82.0,69,75,69,81,68,79,44,52,77,81,66,67,65,79,67,84,74,89,81,77,78,81,77,75,54,77.0,76,80,76,15,12,12,15,14,,77+2,77+2,77+2,76,77,77,77,76,77+2,77+2,77+2,77+2,79,79,79,77+2,78+1,80-1,80-1,80-1,78+1,77+2,78+1,78+1,78+1,77+2,21+2,Abdoulaye Doucouré,27.0,22.1,Central Midfield,Premier League
23.0,"CB, RB",78,85,22,184,69,Milan,RCB,2025.0,France,,Right,3,2,1,Medium/High,Lean (170-185),,,80.0,50.0,68.0,69.0,79.0,75.0,70,43,75,78,44,64,65,44,65,74,77,83,69,77,69,66,76,72,75,51,77,77,60,59,49,77.0,78,82,78,12,5,13,9,11,,65+2,65+2,65+2,67,66,66,66,67,67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,76+2,75+2,75+2,75+2,76+2,77+2,78+2,78+2,78+2,77+2,17+2,Pierre Kalulu,20.0,0.48,Right-Back,Serie A
23.0,"RM, CAM",78,84,23,180,69,Olympique Lyonnais,RCM,2026.0,France,,Left,3,4,2,High/Medium,Lean (170-185),,"Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",75.0,74.0,76.0,80.0,62.0,67.0,78,73,61,76,66,81,81,79,69,80,80,70,79,76,73,74,64,80,63,76,59,66,74,79,80,79.0,58,64,58,14,13,13,14,15,,73+2,73+2,73+2,77,76,76,76,77,77+2,77+2,77+2,77+2,75+2,75+2,75+2,77+2,72+2,69+2,69+2,69+2,72+2,69+2,64+2,64+2,64+2,69+2,21+2,Romain Faivre,21.0,0.4,Left Midfield,Ligue 1
23.0,CB,78,84,22,190,88,Nice,RCB,2026.0,France,,Right,2,3,1,Medium/Medium,Normal (185+),,Long Passer (AI),75.0,44.0,63.0,65.0,79.0,76.0,49,40,79,77,35,63,47,41,69,72,68,81,51,73,55,57,76,70,81,41,72,78,43,56,52,76.0,78,80,76,7,13,11,8,13,,60+2,60+2,60+2,61,61,61,61,61,62+2,62+2,62+2,64+2,67+2,67+2,67+2,64+2,72+2,75+2,75+2,75+2,72+2,74+2,78+2,78+2,78+2,74+2,17+2,Jean-Clair Todibo,20.0,2.0,Centre-Back,Laliga
23.0,"RB, LB",78,83,25,174,64,Southampton,RB,2025.0,England,,Right,4,3,1,High/Medium,Lean (170-185),,Team Player,76.0,43.0,68.0,76.0,74.0,71.0,78,41,65,73,30,76,56,31,62,78,77,76,74,75,80,45,75,85,64,45,70,72,65,64,32,73.0,73,79,75,9,8,7,11,12,,62+2,62+2,62+2,70,67,67,67,70,69+2,69+2,69+2,72+2,70+2,70+2,70+2,72+2,76+2,73+2,73+2,73+2,76+2,76+2,73+2,73+2,73+2,76+2,17+2,Kyle Walker-Peters,23.0,13.3,Right-Back,Premier League
23.0,"CB, RB",78,83,24,194,89,VfB Stuttgart,RCB,2025.0,Greece,,Right,3,2,1,High/High,Normal (185+),"#Aerial Threat, #Strength","Injury Prone, Dives Into Tackles (AI), Long Passer (AI), Speed Dribbler (AI), Power Header",81.0,56.0,51.0,60.0,78.0,81.0,45,50,81,62,30,60,32,39,60,62,72,88,52,72,45,77,82,63,90,64,80,78,38,39,42,63.0,70,85,80,12,11,11,10,7,,63+2,63+2,63+2,58,59,59,59,58,57+2,57+2,57+2,59+2,60+2,60+2,60+2,59+2,69+2,70+2,70+2,70+2,69+2,72+2,78+2,78+2,78+2,72+2,17+2,Konstantinos Mavropanos,22.0,0.25,Centre-Back,1 Bundesliga
23.0,ST,78,82,25,187,78,Getafe,LS,2025.0,Turkey,,Right,3,3,1,High/Medium,Normal (185+),,,69.0,81.0,65.0,75.0,40.0,76.0,56,84,77,76,75,76,68,63,52,75,71,68,71,75,69,82,83,64,83,74,70,29,76,62,80,72.0,34,43,34,8,14,8,13,13,,78+2,78+2,78+2,73,75,75,75,73,73+2,73+2,73+2,71+2,66+2,66+2,66+2,71+2,56+2,56+2,56+2,56+2,56+2,54+2,55+2,55+2,55+2,54+2,19+2,Enes Ünal,23.0,9.0,Centre-Forward,Laliga
23.0,"LB, LM",78,82,24,179,70,Monaco,LWB,2027.0,Brazil,,Left,2,3,1,High/Medium,Lean (170-185),,,75.0,57.0,77.0,78.0,73.0,62.0,81,54,62,78,52,78,80,70,70,81,79,72,73,78,74,60,69,78,51,60,69,74,75,77,48,80.0,73,76,74,11,15,9,6,8,,68+2,68+2,68+2,75,73,73,73,75,75+2,75+2,75+2,76+2,76+2,76+2,76+2,76+2,77+2,74+2,74+2,74+2,77+2,76+2,71+2,71+2,71+2,76+2,17+2,Caio Henrique,23.0,8.0,Left-Back,Laliga
23.0,"RW, RM",78,82,23,180,72,Milan,SUB,2026.0,Belgium,SUB,Right,4,3,1,High/High,Lean (170-185),,,81.0,67.0,76.0,81.0,64.0,68.0,80,68,45,79,65,81,76,67,72,81,82,80,87,76,77,64,77,83,59,72,68,65,74,71,44,74.0,68,66,61,9,6,9,12,12,,70+2,70+2,70+2,78,75,75,75,78,77+2,77+2,77+2,78+2,75+2,75+2,75+2,78+2,74+2,71+2,71+2,71+2,74+2,72+2,65+2,65+2,65+2,72+2,17+2,Alexis Saelemaekers,21.0,3.75,Right Winger,Serie A
23.0,"ST, LW",78,81,26,180,70,Aston Villa,ST,2025.0,England,,Right,4,3,2,High/High,Normal (170-185),#Engine,"Solid Player, Speed Dribbler (AI)",84.0,76.0,68.0,74.0,46.0,77.0,67,81,81,72,64,75,63,56,59,73,77,89,79,77,73,75,92,88,79,71,52,44,79,74,67,66.0,40,46,36,14,14,14,6,10,,78+2,78+2,78+2,76,76,76,76,76,75+2,75+2,75+2,75+2,70+2,70+2,70+2,75+2,63+2,60+2,60+2,60+2,63+2,61+2,57+2,57+2,57+2,61+2,18+2,Ollie Watkins,24.0,30.8,Centre-Forward,Premier League
23.0,"CB, LB",78,80,27,180,75,Manchester City,SUB,2025.0,Netherlands,LCB,Left,3,2,3,Medium/High,Normal (170-185),,,76.0,53.0,70.0,70.0,79.0,75.0,63,48,76,77,52,67,62,59,72,74,80,72,67,76,68,63,89,71,76,56,72,80,51,66,53,76.0,78,81,79,10,7,7,16,10,,65+3,65+3,65+3,67,66,66,66,67,68+3,68+3,68+3,68+3,71+3,71+3,71+3,68+3,75+3,76+3,76+3,76+3,75+3,76+3,78+2,78+2,78+2,76+3,18+3,Nathan Aké,25.0,45.3,Centre-Back,Premier League
23.0,"RB, LB",78,80,26,185,80,Leicester City,RB,2025.0,Belgium,RM,Right,3,3,1,High/Medium,Lean (185+),,Early Crosser,76.0,58.0,71.0,75.0,75.0,73.0,79,59,69,75,40,77,58,33,70,78,75,76,68,78,66,62,72,84,66,52,75,78,77,69,47,68.0,77,75,72,14,9,15,10,15,,69+2,69+2,69+2,73,72,72,72,73,73+2,73+2,73+2,75+2,74+2,74+2,74+2,75+2,77+2,75+2,75+2,75+2,77+2,76+2,74+2,74+2,74+2,76+2,19+2,Timothy Castagne,24.0,24.0,Right-Back,Premier League
23.0,"CAM, CF",78,79,26,182,74,Torino,SUB,2023.0,Russia,,Left,2,3,1,High/Medium,Normal (170-185),,"Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)",75.0,70.0,76.0,80.0,31.0,61.0,72,71,57,78,67,80,74,75,75,80,74,76,80,76,78,65,58,68,64,73,43,36,78,79,67,76.0,22,28,29,8,8,9,12,15,,72+2,72+2,72+2,77,76,76,76,77,78+1,78+1,78+1,76+2,72+2,72+2,72+2,76+2,58+2,56+2,56+2,56+2,58+2,54+2,45+2,45+2,45+2,54+2,18+2,Aleksey Miranchuk,24.0,14.5,Attacking Midfield,Serie A
23.0,ST,78,79,26,181,81,Napoli,ST,2023.0,Argentina,,Right,4,3,2,High/High,Normal (170-185),,"Solid Player, Power Header, Outside Foot Shot",77.0,79.0,64.0,75.0,41.0,76.0,55,81,77,71,77,74,71,66,61,78,78,76,75,77,73,83,88,74,74,74,78,24,79,60,75,75.0,44,38,36,12,15,9,14,11,,78+1,78+1,78+1,74,76,76,76,74,73+2,73+2,73+2,72+2,67+2,67+2,67+2,72+2,57+2,57+2,57+2,57+2,57+2,55+2,55+2,55+2,55+2,55+2,20+2,Giovanni Simeone,25.0,12.0,Centre-Forward,Serie A
23.0,"CM, CAM",78,79,26,168,62,Monza,LCM,2023.0,Italy,,Right,4,4,1,Medium/Medium,Normal (170-),,"Injury Prone, Dives Into Tackles (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",75.0,61.0,83.0,84.0,65.0,57.0,78,53,45,86,49,82,75,75,83,88,77,73,86,71,91,69,68,59,50,73,71,71,62,85,73,77.0,61,69,72,10,6,8,11,13,,66+2,66+2,66+2,76,74,74,74,76,79,79,79,77+2,78+1,78+1,78+1,77+2,74+2,74+2,74+2,74+2,74+2,71+2,66+2,66+2,66+2,71+2,17+2,Stefano Sensi,25.0,20.0,Central Midfield,Serie A
23.0,CB,78,78,32,188,77,West Ham United,RES,2023.0,England,,Right,2,2,2,Medium/Medium,Normal (185+),,"Solid Player, Power Header, Team Player",49.0,47.0,59.0,55.0,79.0,77.0,65,49,84,66,29,48,45,24,62,63,46,52,50,76,50,57,84,67,80,30,79,80,56,51,66,69.0,79,78,79,7,8,7,7,5,,59+2,59+2,59+2,56,56,56,56,56,56+2,56+2,56+2,58+2,62+2,62+2,62+2,58+2,69+2,72+2,72+2,72+2,69+2,71+2,78,78,78,71+2,14+2,Craig Dawson,30.0,1.11,Centre-Back,Premier League
23.0,CB,78,78,32,188,84,,,,Croatia,LCB,Right,4,2,2,Medium/High,Normal (185+),,"Injury Prone, Dives Into Tackles (AI)",53.0,40.0,59.0,62.0,80.0,77.0,59,33,80,68,42,63,35,18,66,66,52,53,50,75,41,63,79,64,81,34,84,80,21,56,52,69.0,76,82,83,14,14,13,10,7,,54+2,54+2,54+2,54,54,54,54,54,56+2,56+2,56+2,58+2,62+2,62+2,62+2,58+2,70+2,74+2,74+2,74+2,70+2,72+2,78,78,78,72+2,18+2,Dejan Lovren,31.0,12.0,Centre-Back,Premier League
